num_idade;des_sexo;des_status_associado;des_segmento;des_subsegmento;des_nivel_risco;des_assoc_desde;n_de_produtos;resposta_nps
40;F;ATIVO;PF;PF III;BAIXO 1;DE 6 A 10 ANOS;10;10
19;M;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;3;10
21;F;ATIVO;PF;PF I;;ATÉ 12 MESES;2;9
40;F;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;5;10
32;M;ATIVO;PF;PF IV;BAIXÍSSIMO;DE 3 A 5 ANOS;6;8
41;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;3;10
40;M;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;3;9
38;M;ATIVO;PF;PF III;BAIXO 1;ATÉ 12 MESES;5;10
48;M;ATIVO;AG;Familiar;BAIXO 1;DE 1 A 2 ANOS;4;10
21;F;ATIVO;PF;PF I;BAIXO 2;DE 6 A 10 ANOS;2;9
30;M;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;5;9
41;M;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;4;8
31;M;ATIVO;PF;PF I;DEFAULT;DE 3 A 5 ANOS;6;5
22;F;ATIVO;PF;PF I;BAIXO 2;DE 1 A 2 ANOS;3;8
43;M;ATIVO;AG;Familiar;BAIXO 2;DE 3 A 5 ANOS;7;3
19;F;ATIVO;PF;PF I;ALTO 2;DE 3 A 5 ANOS;6;10
25;F;ATIVO;PF;PF II;ALTO 1;DE 1 A 2 ANOS;6;10
21;F;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;2;10
25;F;ATIVO;PF;PF I;MÉDIO 1;DE 6 A 10 ANOS;7;10
24;F;ATIVO;PF;PF I;ALTO 1;DE 3 A 5 ANOS;5;10
40;M;ATIVO;AG;Médio Produtor;BAIXÍSSIMO;ATÉ 12 MESES;8;8
26;M;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;4;10
20;F;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;6;10
33;M;ATIVO;PF;PF I;ALTÍSSIMO;DE 3 A 5 ANOS;2;10
34;M;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;3;10
24;F;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;3;10
25;F;ATIVO;PF;PF II;MÉDIO 1;DE 6 A 10 ANOS;6;8
24;M;ATIVO;PF;PF II;ALTO 1;ATÉ 12 MESES;5;10
52;F;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;1;10
41;M;ATIVO;PF;PF I;BAIXO 1;DE 11 A 15 ANOS;5;10
21;F;INATIVO;PF;PF I;ALTÍSSIMO;DE 3 A 5 ANOS;1;2
18;F;ATIVO;PF;PF I;MÉDIO 1;ATÉ 12 MESES;4;8
29;M;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;7;10
45;M;ATIVO;AG;Médio Produtor;BAIXO 1;DE 3 A 5 ANOS;2;7
21;M;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;3;9
31;F;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;1;5
23;M;ATIVO;PF;PF I;ALTÍSSIMO;DE 1 A 2 ANOS;4;10
24;M;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;5;10
45;M;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;3;10
20;M;ATIVO;PF;PF I;ALTO 2;DE 3 A 5 ANOS;1;10
39;F;ATIVO;PF;PF II;MÉDIO 1;DE 1 A 2 ANOS;4;10
21;M;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;2;10
33;F;ATIVO;PF;PF I;MÉDIO 1;DE 3 A 5 ANOS;3;10
31;F;ATIVO;PF;PF I;ALTÍSSIMO;DE 1 A 2 ANOS;8;10
20;F;ATIVO;PF;PF I;ALTO 1;ATÉ 12 MESES;3;10
19;F;INATIVO;PF;PF I;ALTÍSSIMO;DE 3 A 5 ANOS;0;0
62;F;ATIVO;PF;PF III;BAIXO 1;DE 1 A 2 ANOS;8;10
30;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;10;10
38;M;ATIVO;PF;PF IV;BAIXÍSSIMO;A PARTIR DE 15 ANOS;3;8
25;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;4;10
41;F;ATIVO;PF;PF I;BAIXO 2;DE 1 A 2 ANOS;2;9
39;M;ATIVO;PF;PF III;BAIXO 1;DE 1 A 2 ANOS;3;10
23;F;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;3;7
29;F;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;11;10
61;M;ATIVO;PF;PF IV;BAIXÍSSIMO;DE 1 A 2 ANOS;4;10
38;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 11 A 15 ANOS;10;8
44;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;4;9
19;M;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;5;10
55;M;ATIVO;PF;PF I;BAIXO 2;ATÉ 12 MESES;6;10
25;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;4;9
30;F;ATIVO;PF;PF II;ALTO 2;DE 11 A 15 ANOS;4;5
19;M;ATIVO;PF;PF II;MÉDIO 2;DE 1 A 2 ANOS;8;10
26;F;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;2;10
39;M;ATIVO;PF;PF III;BAIXO 1;DE 6 A 10 ANOS;3;10
23;F;INATIVO;PF;PF I;DEFAULT;DE 3 A 5 ANOS;0;10
30;M;ATIVO;PF;PF III;BAIXO 1;DE 1 A 2 ANOS;9;10
38;F;ATIVO;PF;PF I;BAIXO 2;DE 6 A 10 ANOS;6;10
22;F;ATIVO;PF;PF II;MÉDIO 1;DE 3 A 5 ANOS;5;10
25;M;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;9;9
40;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;7;10
31;F;ATIVO;PF;PF IV;MÉDIO 1;ATÉ 12 MESES;4;0
29;M;ATIVO;PF;PF II;ALTO 1;DE 3 A 5 ANOS;6;10
24;F;ATIVO;PF;PF II;MÉDIO 2;DE 1 A 2 ANOS;1;10
41;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;1;0
38;F;ATIVO;PF;PF III;BAIXO 1;ATÉ 12 MESES;6;10
26;M;ATIVO;PF;PF I;BAIXO 2;DE 6 A 10 ANOS;6;10
33;F;ATIVO;PF;PF II;ALTÍSSIMO;DE 3 A 5 ANOS;4;9
19;F;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;6;10
31;F;ATIVO;PF;PF I;MÉDIO 1;DE 3 A 5 ANOS;3;10
22;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;2;9
30;F;ATIVO;PF;PF II;MÉDIO 2;DE 6 A 10 ANOS;7;10
41;M;ATIVO;PF;PF I;BAIXO 1;DE 6 A 10 ANOS;3;10
22;M;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;8;10
40;M;ATIVO;PF;PF II;ALTO 1;ATÉ 12 MESES;6;10
22;F;ATIVO;PF;PF I;MÉDIO 1;ATÉ 12 MESES;3;10
43;F;ATIVO;PF;PF III;BAIXO 1;DE 1 A 2 ANOS;11;10
43;M;ATIVO;PF;PF III;MÉDIO 2;DE 1 A 2 ANOS;6;6
23;M;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;9;10
26;M;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;5;10
42;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;8;10
43;F;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;4;10
47;F;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;8;10
23;M;ATIVO;PF;PF II;ALTO 1;ATÉ 12 MESES;6;10
39;M;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;6;10
18;F;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;4;10
41;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;6;10
44;F;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;5;10
27;M;ATIVO;PF;PF II;ALTÍSSIMO;DE 6 A 10 ANOS;5;10
32;F;ATIVO;PF;PF II;BAIXO 1;DE 1 A 2 ANOS;9;10
83;F;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;2;10
41;M;ATIVO;PF;PF III;ALTO 1;ATÉ 12 MESES;3;10
40;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;1;10
38;F;ATIVO;PF;PF II;MÉDIO 1;A PARTIR DE 15 ANOS;5;7
42;F;ATIVO;PF;PF II;ALTO 1;ATÉ 12 MESES;3;10
24;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;4;10
34;M;ATIVO;PF;PF I;ALTO 1;ATÉ 12 MESES;2;10
39;M;ATIVO;AG;Médio Produtor;MÉDIO 2;DE 6 A 10 ANOS;4;4
28;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;1;9
31;M;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;5;10
19;M;ATIVO;PF;PF I;MÉDIO 1;DE 3 A 5 ANOS;7;10
38;M;ATIVO;PF;PF IV;BAIXO 2;DE 1 A 2 ANOS;8;10
39;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;3;10
44;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 1 A 2 ANOS;11;10
28;F;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;4;2
42;F;ATIVO;PF;PF I;BAIXO 1;DE 3 A 5 ANOS;5;10
28;M;ATIVO;PF;PF III;ALTO 2;DE 1 A 2 ANOS;7;10
23;M;ATIVO;PF;PF I;ALTO 2;DE 3 A 5 ANOS;2;10
31;M;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;3;10
42;M;ATIVO;PF;PF IV;BAIXO 1;DE 11 A 15 ANOS;5;10
43;F;ATIVO;PF;PF I;MÉDIO 1;ATÉ 12 MESES;4;10
21;F;ATIVO;PF;PF II;MÉDIO 1;DE 3 A 5 ANOS;5;10
24;M;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;3;10
41;F;ATIVO;PF;PF I;ALTO 2;DE 1 A 2 ANOS;2;10
39;M;ATIVO;PF;PF IV;BAIXO 1;ATÉ 12 MESES;11;10
29;F;ATIVO;PF;PF III;BAIXO 1;DE 6 A 10 ANOS;8;10
33;F;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;7;10
40;M;ATIVO;PF;PF I;MÉDIO 1;DE 6 A 10 ANOS;5;10
22;F;ATIVO;PF;PF I;ALTÍSSIMO;DE 1 A 2 ANOS;4;9
39;M;ATIVO;PF;PF II;BAIXO 2;A PARTIR DE 15 ANOS;4;10
41;F;ATIVO;PF;PF IV;MÉDIO 1;ATÉ 12 MESES;5;10
59;M;ATIVO;PF;PF IV;MÉDIO 1;ATÉ 12 MESES;4;10
22;M;ATIVO;PF;PF II;ALTO 2;DE 1 A 2 ANOS;2;10
22;M;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;1;10
34;M;ATIVO;PF;PF I;ALTO 1;DE 1 A 2 ANOS;2;10
19;M;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;1;8
62;M;ATIVO;PF;PF II;MÉDIO 1;DE 1 A 2 ANOS;4;10
31;M;ATIVO;PF;PF IV;ALTO 2;ATÉ 12 MESES;9;10
35;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;4;10
35;F;ATIVO;PF;PF II;MÉDIO 1;ATÉ 12 MESES;1;9
40;M;ATIVO;PF;PF IV;BAIXO 2;DE 6 A 10 ANOS;7;10
38;F;ATIVO;PF;PF III;BAIXO 2;DE 6 A 10 ANOS;6;10
45;F;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;9;10
37;F;ATIVO;PF;PF I;BAIXO 1;DE 6 A 10 ANOS;5;10
29;M;INATIVO;PF;PF I;ALTÍSSIMO;DE 3 A 5 ANOS;0;7
39;M;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;4;8
42;M;ATIVO;PF;PF III;MÉDIO 1;ATÉ 12 MESES;4;10
29;M;ATIVO;PF;PF I;MÉDIO 1;DE 11 A 15 ANOS;6;10
38;F;ATIVO;PF;PF III;BAIXO 1;DE 6 A 10 ANOS;4;10
30;M;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;6;10
32;M;ATIVO;PF;PF II;MÉDIO 1;DE 6 A 10 ANOS;5;9
60;F;ATIVO;PF;PF III;BAIXO 1;ATÉ 12 MESES;3;9
40;F;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;3;10
40;F;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;4;2
50;M;ATIVO;PF;PF I;BAIXO 1;DE 3 A 5 ANOS;4;10
33;M;ATIVO;PF;PF IV;BAIXO 2;ATÉ 12 MESES;6;10
41;M;ATIVO;PF;PF IV;BAIXO 2;DE 1 A 2 ANOS;3;10
26;F;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;2;10
42;M;ATIVO;PF;PF III;BAIXO 1;ATÉ 12 MESES;4;10
31;M;ATIVO;PF;PF I;MÉDIO 1;DE 1 A 2 ANOS;6;10
19;M;ATIVO;PF;PF I;MÉDIO 1;DE 3 A 5 ANOS;4;6
38;M;ATIVO;PF;PF I;BAIXO 1;DE 3 A 5 ANOS;3;0
30;F;ATIVO;AG;Familiar;BAIXO 1;DE 6 A 10 ANOS;10;1
29;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;6;10
39;F;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;9;10
61;F;ATIVO;PF;PF III;MÉDIO 2;DE 1 A 2 ANOS;7;10
29;F;ATIVO;PF;PF I;MÉDIO 2;DE 11 A 15 ANOS;3;10
24;M;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;7;10
41;M;ATIVO;PF;PF IV;DEFAULT;DE 1 A 2 ANOS;1;10
19;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;2;10
31;M;INATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;1;7
28;M;ATIVO;PF;PF II;ALTÍSSIMO;DE 1 A 2 ANOS;3;10
20;M;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;4;10
29;F;ATIVO;PF;PF I;MÉDIO 1;DE 3 A 5 ANOS;5;10
38;F;ATIVO;PF;PF II;BAIXO 1;ATÉ 12 MESES;10;10
19;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;2;10
20;M;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;1;10
29;M;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;11;8
20;F;ATIVO;PF;PF I;MÉDIO 1;DE 1 A 2 ANOS;4;10
36;F;ATIVO;PF;PF I;ALTO 1;ATÉ 12 MESES;7;10
45;F;ATIVO;PF;PF II;BAIXO 1;DE 1 A 2 ANOS;8;10
57;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;2;10
37;M;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;5;10
29;M;ATIVO;PF;PF II;ALTÍSSIMO;DE 6 A 10 ANOS;0;10
38;M;ATIVO;PF;PF II;BAIXO 1;DE 11 A 15 ANOS;5;8
21;F;INATIVO;PF;PF I;ALTO 2;DE 3 A 5 ANOS;0;10
41;F;ATIVO;PF;PF III;BAIXO 1;DE 6 A 10 ANOS;5;10
42;M;ATIVO;AG;Familiar;BAIXO 2;ATÉ 12 MESES;10;9
19;M;ATIVO;AG;Familiar;BAIXO 2;ATÉ 12 MESES;5;10
61;M;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;3;10
39;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;6;10
23;F;ATIVO;PF;PF I;ALTÍSSIMO;DE 1 A 2 ANOS;4;10
18;M;ATIVO;PF;PF I;ALTO 1;DE 1 A 2 ANOS;6;10
20;M;ATIVO;PF;PF I;BAIXO 2;DE 6 A 10 ANOS;3;10
30;M;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;7;10
35;F;ATIVO;PF;PF I;ALTÍSSIMO;DE 3 A 5 ANOS;5;3
28;M;ATIVO;PF;PF IV;BAIXO 2;DE 1 A 2 ANOS;3;10
19;F;ATIVO;PF;PF I;ALTO 1;DE 1 A 2 ANOS;4;3
25;M;ATIVO;PF;PF I;BAIXÍSSIMO;DE 1 A 2 ANOS;8;10
37;F;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;11;7
21;F;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;7;10
29;F;ATIVO;PF;PF I;MÉDIO 1;DE 3 A 5 ANOS;5;10
25;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;0;0
60;M;ATIVO;PF;PF II;BAIXÍSSIMO;DE 6 A 10 ANOS;8;10
39;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 3 A 5 ANOS;9;10
44;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;4;10
21;F;ATIVO;PF;PF I;ALTO 2;DE 1 A 2 ANOS;3;10
21;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;5;10
45;F;ATIVO;PF;PF III;MÉDIO 1;ATÉ 12 MESES;5;10
37;M;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;5;9
37;F;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;9;10
54;F;ATIVO;PF;PF I;BAIXO 1;DE 1 A 2 ANOS;4;10
28;F;ATIVO;PF;PF II;ALTO 1;DE 1 A 2 ANOS;2;8
38;F;ATIVO;PF;PF I;BAIXO 1;DE 6 A 10 ANOS;5;10
23;M;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;4;10
30;M;ATIVO;PF;PF I;ALTO 2;DE 3 A 5 ANOS;7;10
40;M;ATIVO;PF;PF II;MÉDIO 1;DE 6 A 10 ANOS;5;9
42;M;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;4;9
22;M;ATIVO;PF;PF I;ALTÍSSIMO;DE 6 A 10 ANOS;7;10
39;F;ATIVO;PF;PF II;BAIXÍSSIMO;A PARTIR DE 15 ANOS;11;10
37;F;ATIVO;PF;PF II;MÉDIO 1;DE 6 A 10 ANOS;8;10
41;F;ATIVO;PF;PF I;ALTÍSSIMO;DE 11 A 15 ANOS;6;10
28;F;ATIVO;PF;PF III;BAIXO 1;DE 6 A 10 ANOS;11;8
40;F;ATIVO;PF;PF III;BAIXO 2;DE 6 A 10 ANOS;5;10
31;M;ATIVO;PF;PF I;BAIXO 1;DE 6 A 10 ANOS;8;10
38;F;INATIVO;PF;PF II;BAIXO 1;DE 11 A 15 ANOS;0;5
21;F;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;3;8
19;M;ATIVO;PF;PF II;MÉDIO 2;DE 1 A 2 ANOS;6;10
37;F;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;9;10
39;M;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;7;10
38;F;ATIVO;PF;PF III;BAIXO 2;DE 6 A 10 ANOS;5;10
31;F;ATIVO;PF;PF I;BAIXO 2;DE 1 A 2 ANOS;5;10
28;M;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;3;10
27;F;ATIVO;PF;PF I;MÉDIO 1;DE 3 A 5 ANOS;4;10
43;F;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;5;9
39;M;ATIVO;PF;PF II;ALTO 1;DE 1 A 2 ANOS;2;10
68;M;INATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;0;10
28;M;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;8;10
43;M;ATIVO;PF;PF I;ALTÍSSIMO;DE 3 A 5 ANOS;3;10
63;F;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;4;10
50;F;ATIVO;PF;PF II;BAIXO 1;ATÉ 12 MESES;3;10
28;F;INATIVO;PF;PF I;ALTÍSSIMO;ATÉ 12 MESES;1;7
62;F;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;4;10
20;M;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;1;2
27;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;2;10
23;M;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;5;10
26;M;ATIVO;PF;PF I;ALTÍSSIMO;DE 3 A 5 ANOS;1;10
20;M;ATIVO;PF;PF II;ALTÍSSIMO;DE 3 A 5 ANOS;4;10
33;M;ATIVO;PF;PF I;;ATÉ 12 MESES;2;0
27;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;4;10
38;F;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;9;10
28;F;ATIVO;PF;PF I;ALTO 1;DE 3 A 5 ANOS;1;10
79;M;ATIVO;PF;PF IV;BAIXO 1;ATÉ 12 MESES;2;10
42;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;4;10
56;F;ATIVO;PF;PF I;BAIXO 2;ATÉ 12 MESES;4;10
20;M;ATIVO;PF;PF II;ALTO 1;DE 3 A 5 ANOS;3;4
41;M;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;1;10
56;F;INATIVO;PF;PF I;ALTO 1;DE 11 A 15 ANOS;1;10
28;M;ATIVO;PF;PF I;MÉDIO 2;DE 6 A 10 ANOS;5;6
36;M;ATIVO;AG;Grande Produtor;BAIXO 2;DE 6 A 10 ANOS;14;8
28;F;ATIVO;PF;PF I;ALTO 2;DE 1 A 2 ANOS;3;10
29;M;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;2;0
46;M;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;3;5
39;M;ATIVO;PF;PF IV;BAIXO 2;DE 1 A 2 ANOS;5;5
29;M;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;3;10
31;M;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;5;9
39;F;ATIVO;PF;PF II;;ATÉ 12 MESES;1;10
39;M;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;8;8
39;M;ATIVO;PF;PF IV;MÉDIO 1;DE 6 A 10 ANOS;4;1
48;F;ATIVO;PF;PF I;BAIXO 1;DE 11 A 15 ANOS;4;10
23;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;1;10
44;F;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;5;10
28;F;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;7;10
20;M;ATIVO;PF;PF I;ALTO 1;ATÉ 12 MESES;4;8
37;M;ATIVO;AG;Médio Produtor;BAIXÍSSIMO;ATÉ 12 MESES;7;9
38;M;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;6;10
19;M;INATIVO;PF;PF I;MÉDIO 1;DE 1 A 2 ANOS;2;5
36;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;3;6
35;M;ATIVO;PF;PF IV;BAIXO 1;DE 11 A 15 ANOS;8;10
42;M;ATIVO;PF;PF II;ALTÍSSIMO;ATÉ 12 MESES;7;8
38;F;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;8;9
23;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;5;8
38;M;ATIVO;AG;Familiar;BAIXO 2;ATÉ 12 MESES;3;10
43;F;ATIVO;PF;PF II;MÉDIO 2;DE 11 A 15 ANOS;6;10
29;F;INATIVO;PF;PF I;ALTÍSSIMO;DE 1 A 2 ANOS;0;5
41;F;ATIVO;PF;PF I;MÉDIO 1;DE 6 A 10 ANOS;9;3
23;M;ATIVO;PF;PF I;ALTO 1;DE 3 A 5 ANOS;3;10
75;M;ATIVO;PF;PF IV;BAIXO 1;ATÉ 12 MESES;6;10
35;F;ATIVO;PF;PF III;BAIXÍSSIMO;DE 3 A 5 ANOS;10;10
31;M;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;3;0
36;F;ATIVO;PF;PF I;MÉDIO 1;DE 6 A 10 ANOS;9;10
28;F;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;6;9
45;F;ATIVO;AG;Familiar;;ATÉ 12 MESES;2;10
31;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;2;10
20;M;ATIVO;PF;PF I;ALTO 2;DE 3 A 5 ANOS;7;8
39;F;ATIVO;PF;PF III;ALTO 2;DE 11 A 15 ANOS;1;0
40;M;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;2;10
38;M;INATIVO;PF;PF II;BAIXO 1;DE 1 A 2 ANOS;0;10
21;M;ATIVO;PF;PF I;ALTO 2;DE 1 A 2 ANOS;0;10
21;F;ATIVO;AG;Familiar;ALTÍSSIMO;DE 1 A 2 ANOS;1;9
27;F;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;7;10
19;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;7;8
28;M;ATIVO;PF;PF II;ALTÍSSIMO;DE 11 A 15 ANOS;4;1
29;M;ATIVO;PF;PF I;ALTÍSSIMO;ATÉ 12 MESES;3;10
26;M;ATIVO;AG;Familiar;MÉDIO 1;DE 1 A 2 ANOS;6;7
27;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;7;0
30;M;ATIVO;PF;PF II;ALTO 2;DE 1 A 2 ANOS;6;8
29;M;ATIVO;PF;PF III;ALTO 1;DE 6 A 10 ANOS;6;10
40;F;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;2;10
37;M;ATIVO;PF;PF II;ALTO 1;ATÉ 12 MESES;8;9
32;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;5;10
35;F;ATIVO;PF;PF I;DEFAULT;DE 11 A 15 ANOS;0;0
40;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;9;10
26;M;ATIVO;PF;PF III;ALTÍSSIMO;DE 6 A 10 ANOS;5;10
38;M;ATIVO;PF;PF I;BAIXO 2;DE 11 A 15 ANOS;7;10
38;M;ATIVO;PF;PF III;BAIXO 1;DE 11 A 15 ANOS;4;3
26;M;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;8;10
40;M;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;4;10
36;F;ATIVO;PF;PF II;ALTÍSSIMO;DE 3 A 5 ANOS;4;10
29;F;ATIVO;AG;Familiar;BAIXO 1;DE 6 A 10 ANOS;5;10
61;F;ATIVO;PF;PF III;MÉDIO 2;DE 1 A 2 ANOS;5;10
21;F;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;4;10
38;F;ATIVO;PF;PF I;BAIXÍSSIMO;A PARTIR DE 15 ANOS;10;8
20;F;ATIVO;PF;PF I;ALTÍSSIMO;DE 1 A 2 ANOS;6;10
